SİPARİŞ NUMARASI,TEDARİKÇİ,TEDARİKÇİ KODU,AÇIKLAMA,MİKTAR,RENK,SİPARİŞ TARİHİ,TESLİM ALMA TARİHİ,DURUMU,Montaj Plan,Tamamlayıcı Plan
144338,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x721_CA02M_L_ALT,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x721_CA02M_L_ALT,1.0,,05.11.2025,,,0,
144338,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x1365_CU03M_L_UST,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x1365_CU03M_L_UST,1.0,,05.11.2025,,,0,
144339,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x721_CA02M_R_ALT,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x721_CA02M_R_ALT,1.0,,05.11.2025,,,0,
144339,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x1365_CU03M_R_UST,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x1365_CU03M_R_UST,1.0,,05.11.2025,,,0,
144339,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x721_CA02M_L_ALT,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x721_CA02M_L_ALT,1.0,,05.11.2025,,,0,
144339,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x1365_CU03M_L_UST,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x1365_CU03M_L_UST,1.0,,05.11.2025,,,0,
144340,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x721_CA02M_R_ALT,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x721_CA02M_R_ALT,1.0,,05.11.2025,,,0,
144340,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x1365_CU03M_R_UST,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x1365_CU03M_R_UST,1.0,,05.11.2025,,,0,
144340,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x721_CA02M_L_ALT,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x721_CA02M_L_ALT,1.0,,05.11.2025,,,0,
144340,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x1365_CU03M_L_UST,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x1365_CU03M_L_UST,1.0,,05.11.2025,,,0,
144341,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x721_CA02M_R_ALT,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x721_CA02M_R_ALT,1.0,,05.11.2025,,,0,
144341,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x1365_CU03M_R_UST,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x1365_CU03M_R_UST,1.0,,05.11.2025,,,0,
144341,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x721_CA02M_L_ALT,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x721_CA02M_L_ALT,1.0,,05.11.2025,,,0,
144341,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x1365_CU03M_L_UST,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x1365_CU03M_L_UST,1.0,,05.11.2025,,,0,
144342,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x721_CA02M_R_ALT,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x721_CA02M_R_ALT,1.0,,05.11.2025,,,0,
144342,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x1365_CU03M_R_UST,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x1365_CU03M_R_UST,1.0,,05.11.2025,,,0,
144342,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x721_CA02M_L_ALT,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x721_CA02M_L_ALT,1.0,,05.11.2025,,,0,
144342,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_450x1365_CU03M_L_UST,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_450x1365_CU03M_L_UST,1.0,,05.11.2025,,,0,
144354,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_600x721_CA02M_R_ALT,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_600x721_CA02M_R_ALT,1.0,,05.11.2025,,,0,
144354,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_600x1365_CU03M_R_UST,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_600x1365_CU03M_R_UST,1.0,,05.11.2025,,,0,
144354,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_600x721_CA02M_L_ALT,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_600x721_CA02M_L_ALT,1.0,,05.11.2025,,,0,
144354,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_600x1365_CU03M_L_UST,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_600x1365_CU03M_L_UST,1.0,,05.11.2025,,,0,
144355,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_600x721_CA02M_R_ALT,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_600x721_CA02M_R_ALT,1.0,,05.11.2025,,,0,
144355,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_600x1365_CU03M_R_UST,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_600x1365_CU03M_R_UST,1.0,,05.11.2025,,,0,
144355,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_600x721_CA02M_L_ALT,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_600x721_CA02M_L_ALT,1.0,,05.11.2025,,,0,
144355,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_600x1365_CU03M_L_UST,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_600x1365_CU03M_L_UST,1.0,,05.11.2025,,,0,
144356,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_600x721_CA02M_R_ALT,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_600x721_CA02M_R_ALT,1.0,,05.11.2025,,,0,
144356,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_600x1365_CU03M_R_UST,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_600x1365_CU03M_R_UST,1.0,,05.11.2025,,,0,
144356,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_600x721_CA02M_L_ALT,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_600x721_CA02M_L_ALT,1.0,,05.11.2025,,,0,
144356,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_600x1365_CU03M_L_UST,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_600x1365_CU03M_L_UST,1.0,,05.11.2025,,,0,
TOPLU SİPARİŞ,SOLE_ALUMINYUM,SL8795-B,SL8795-B YATAY U PROFIL IC KAPAMA,75.0,ZMS_M007_Mat Lake Siyah,05.11.2025,,,,
TOPLU SİPARİŞ,SOLE_ALUMINYUM,SL8795-A,SL8795-A YATAY U PROFIL DIS KAPAMA,75.0,ZMS_M007_Mat Lake Siyah,05.11.2025,,,,
TOPLU SİPARİŞ,SOLE_ALUMINYUM,SL8793,SL8793 ZBDAP-DIKEY BOYDOLAP GOLA PRF-U,510.0,ZMS_M007_Mat Lake Siyah,05.11.2025,,,,
TOPLU SİPARİŞ,SOLE_ALUMINYUM,SL9142,SL9142 BAG ELM IC KOSE L DONUS YATAY,35.0,ZMS_M007_Mat Lake Siyah,05.11.2025,,,,
TOPLU SİPARİŞ,SOLE_ALUMINYUM,MSABDIRSEGI5CM,SABITLESTIRME DIRSEGI 5CM ,1000.0,,05.11.2025,,,,
144423,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144423,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144424,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144424,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144425,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144425,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144426,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144426,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144427,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144427,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144428,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144428,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144429,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144429,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144430,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144430,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144431,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144431,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144432,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144432,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144433,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144433,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144434,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144434,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144435,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144435,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144436,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144436,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144437,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144437,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144438,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144438,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144439,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144439,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144440,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144440,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144441,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144441,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144442,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144442,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144407,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144407,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144408,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144408,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144409,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144409,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144410,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144410,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144411,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144411,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144059,SOLE_ALUMINYUM,ZY5F_05_FRC_SL8176_04B_596x747_CU02M_R,ZY5F_YAPISMALI GENIS PROFIL_KULPSUZ_05_FRC_SL8176_04B SATINE BRONZ_596x747_CU02M_R,1.0,,10.11.2025,,,8-12 Aralık 2025,
144059,SOLE_ALUMINYUM,ZY5F_05_FRC_SL8176_04B_446x747_CU02M_R,ZY5F_YAPISMALI GENIS PROFIL_KULPSUZ_05_FRC_SL8176_04B SATINE BRONZ_446x747_CU02M_R,1.0,,10.11.2025,,,8-12 Aralık 2025,
144059,SOLE_ALUMINYUM,ZY5F_05_FRC_SL8176_04B_446x747_CU02M_L,ZY5F_YAPISMALI GENIS PROFIL_KULPSUZ_05_FRC_SL8176_04B SATINE BRONZ_446x747_CU02M_L,2.0,,10.11.2025,,,8-12 Aralık 2025,
144059,SOLE_ALUMINYUM,ZY5F_05_FRC_SL8176_04B_596x747_CU02M_L,ZY5F_YAPISMALI GENIS PROFIL_KULPSUZ_05_FRC_SL8176_04B SATINE BRONZ_596x747_CU02M_L,1.0,,10.11.2025,,,8-12 Aralık 2025,
144059,SOLE_ALUMINYUM,ZY5F_05_FRC_SL8176_04B_600x721_CA02M_R_ALT,ZY5F_YAPISMALI GENIS PROFIL_KULPSUZ_05_FRC_SL8176_04B SATINE BRONZ_600x721_CA02M_R_ALT,1.0,,10.11.2025,,,8-12 Aralık 2025,
144059,SOLE_ALUMINYUM,ZY5F_05_FRC_SL8176_04B_600x1365_CU03M_R_UST,ZY5F_YAPISMALI GENIS PROFIL_KULPSUZ_05_FRC_SL8176_04B SATINE BRONZ_600x1365_CU03M_R_UST,1.0,,10.11.2025,,,8-12 Aralık 2025,
144513,SOLE_ALUMINYUM,SL-1473_K10,KULP 22 PARLAK PIRINC 34 MM,21.0,,10.11.2025,,,22-26 Aralık 2025,
144285,SOLE_ALUMINYUM,ND3F_03_FRC_SL8811_9005M_MS_596x1004_CU03M_R,ND3F_20*20 DAR PROFIL_KULP SL8798_03_FRC_SL8811_9005M_MS MAT SIYAH_596x1004_CU03M_R,1.0,,10.11.2025,,,24-28 Kasım 2025,
144285,SOLE_ALUMINYUM,ND3F_03_FRC_SL8811_9005M_MS_596x1004_CU03M_L,ND3F_20*20 DAR PROFIL_KULP SL8798_03_FRC_SL8811_9005M_MS MAT SIYAH_596x1004_CU03M_L,1.0,,10.11.2025,,,24-28 Kasım 2025,
144288,SOLE_ALUMINYUM,NY3F_03_FRC_SL8176_9005M_MS_596x458_CUHK0_T,NY3F_YAPISMALI GENIS PROFIL_KULP SL8798_03_FRC_SL8176_9005M_MS MAT SIYAH_596x458_CUHK0_T,2.0,,10.11.2025,,,24-28 Kasım 2025,
144288,SOLE_ALUMINYUM,SL3898-DT-9005M,9005M_MS Mat Siyah ile uyumlu vida kapaması,2.0,,10.11.2025,,,24-28 Kasım 2025,
144288,SOLE_ALUMINYUM,MNALRMS9035-SL3898-9005M-9035,Fume Reflekte Temperli Camli Aluminyum Acik Raf D:32.6 cm H:35 cm G:90 cm 9005M_MS Mat Siyah ,1.0,,10.11.2025,,,24-28 Kasım 2025,
144288,SOLE_ALUMINYUM,SL-200-03-896,SL-200-03 ENT KULP SATINE SIYAH 896 MM,2.0,,10.11.2025,,,24-28 Kasım 2025,
144519,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_596x747_CU02M_L,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_596x747_CU02M_L,2.0,,10.11.2025,,,8-12 Aralık 2025,
144519,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_596x747_CU02M_R,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_596x747_CU02M_R,1.0,,10.11.2025,,,8-12 Aralık 2025,
144519,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_596x721_CA02M_R,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_596x721_CA02M_R,1.0,,10.11.2025,,,8-12 Aralık 2025,
144519,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_596x721_CA02M_L,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_596x721_CA02M_L,1.0,,10.11.2025,,,8-12 Aralık 2025,
144521,SOLE_ALUMINYUM,SL5008-02-913,SEHIM PROFILI SL 5008-02 913MM ,1.0,,10.11.2025,,,22-26 Aralık 2025,
144520,SOLE_ALUMINYUM,ND5O_05_OC_SL8811_04B_446x1993,,1.0,,10.11.2025,,,22-26 Aralık 2025,
144520,SOLE_ALUMINYUM,ND5O_05_OC_SL8811_04B_446x1993_CB04M_L,,1.0,,10.11.2025,,,22-26 Aralık 2025,
144524,SOLE_ALUMINYUM,NV3F_03_FRC_SL7429_9005M_MS_596x1004,,3.0,,10.11.2025,,,24-28 Kasım 2025,
144672,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_600x721_CA02M_R_ALT,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_600x721_CA02M_R_ALT,1.0,,14.11.2025,,,1-5 Aralık 2025,
144672,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_600x1365_CU03M_R_UST,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_600x1365_CU03M_R_UST,1.0,,14.11.2025,,,1-5 Aralık 2025,
144665,SOLE_ALUMINYUM,ZD3O_03_OC_SL8811_9005M_MS_446x747_CU02M_R,ZD3O_20*20 DAR PROFIL_KULPSUZ_03_OC_SL8811_9005M_MS MAT SIYAH_446x747_CU02M_R,1.0,,14.11.2025,,,1-5 Aralık 2025,
144665,SOLE_ALUMINYUM,ZD3O_03_OC_SL8811_9005M_MS_446x747_CU02M_L,ZD3O_20*20 DAR PROFIL_KULPSUZ_03_OC_SL8811_9005M_MS MAT SIYAH_446x747_CU02M_L,2.0,,14.11.2025,,,1-5 Aralık 2025,
144665,SOLE_ALUMINYUM,ZD3O_03_OC_SL8811_9005M_MS_596x721_CA02M_R,ZD3O_20*20 DAR PROFIL_KULPSUZ_03_OC_SL8811_9005M_MS MAT SIYAH_596x721_CA02M_R,1.0,,14.11.2025,,,1-5 Aralık 2025,
144665,SOLE_ALUMINYUM,ZD3O_03_OC_SL8811_9005M_MS_596x721_CA02M_L,ZD3O_20*20 DAR PROFIL_KULPSUZ_03_OC_SL8811_9005M_MS MAT SIYAH_596x721_CA02M_L,1.0,,14.11.2025,,,1-5 Aralık 2025,
144666,SOLE_ALUMINYUM,ZD3O_03_OC_SL8811_9005M_MS_446x747_CU02M_R,ZD3O_20*20 DAR PROFIL_KULPSUZ_03_OC_SL8811_9005M_MS MAT SIYAH_446x747_CU02M_R,1.0,,14.11.2025,,,1-5 Aralık 2025,
144666,SOLE_ALUMINYUM,ZD3O_03_OC_SL8811_9005M_MS_446x747_CU02M_L,ZD3O_20*20 DAR PROFIL_KULPSUZ_03_OC_SL8811_9005M_MS MAT SIYAH_446x747_CU02M_L,2.0,,14.11.2025,,,1-5 Aralık 2025,
144666,SOLE_ALUMINYUM,ZD3O_03_OC_SL8811_9005M_MS_596x721_CA02M_R,ZD3O_20*20 DAR PROFIL_KULPSUZ_03_OC_SL8811_9005M_MS MAT SIYAH_596x721_CA02M_R,1.0,,14.11.2025,,,1-5 Aralık 2025,
144666,SOLE_ALUMINYUM,ZD3O_03_OC_SL8811_9005M_MS_596x721_CA02M_L,ZD3O_20*20 DAR PROFIL_KULPSUZ_03_OC_SL8811_9005M_MS MAT SIYAH_596x721_CA02M_L,1.0,,14.11.2025,,,1-5 Aralık 2025,
144667,SOLE_ALUMINYUM,ZD3O_03_OC_SL8811_9005M_MS_446x747_CU02M_R,ZD3O_20*20 DAR PROFIL_KULPSUZ_03_OC_SL8811_9005M_MS MAT SIYAH_446x747_CU02M_R,1.0,,14.11.2025,,,1-5 Aralık 2025,
144667,SOLE_ALUMINYUM,ZD3O_03_OC_SL8811_9005M_MS_446x747_CU02M_L,ZD3O_20*20 DAR PROFIL_KULPSUZ_03_OC_SL8811_9005M_MS MAT SIYAH_446x747_CU02M_L,2.0,,14.11.2025,,,1-5 Aralık 2025,
144667,SOLE_ALUMINYUM,ZD3O_03_OC_SL8811_9005M_MS_596x721_CA02M_R,ZD3O_20*20 DAR PROFIL_KULPSUZ_03_OC_SL8811_9005M_MS MAT SIYAH_596x721_CA02M_R,1.0,,14.11.2025,,,1-5 Aralık 2025,
144667,SOLE_ALUMINYUM,ZD3O_03_OC_SL8811_9005M_MS_596x721_CA02M_L,ZD3O_20*20 DAR PROFIL_KULPSUZ_03_OC_SL8811_9005M_MS MAT SIYAH_596x721_CA02M_L,1.0,,14.11.2025,,,1-5 Aralık 2025,
144821,SOLE_ALUMINYUM,SL-200-ANT-746_IM,SL-200-ANT ENT KULP ANTRASIT 746 MM,2.0,,14.11.2025,,,1-5 Aralık 2025,
144821,SOLE_ALUMINYUM,SL-200-ANT-596_IM,SL-200-ANT ENT KULP ANTRASIT 596 MM,7.0,,14.11.2025,,,1-5 Aralık 2025,
144821,SOLE_ALUMINYUM,SL-200-ANT-896_IM,SL-200-ANT ENT KULP ANTRASIT 896 MM,6.0,,14.11.2025,,,1-5 Aralık 2025,
144821,SOLE_ALUMINYUM,SL-200-ANT-446_IM,SL-200-ANT ENT KULP ANTRASIT 446 MM,2.0,,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_596x610,,1.0,,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL5008-02-943_IM,SEHIM PROFILI SL 5008-02 943MM,2.0,,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794_MP,SL8794 ZYUP-KULP PROFILI-L,5.5,ZML_M028_Mat Lake Haki,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794-D_MP,SL8794-D YATAY L PROFIL IC KAPAMA SOL,5.0,ZML_M028_Mat Lake Haki,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794-C_MP,SL8794-C YATAY L PROFIL IC KAPAMA SAG,5.0,ZML_M028_Mat Lake Haki,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794-B_MP,SL8794-B YATAY L PROFIL DIS KAPAMA SOL,5.0,ZML_M028_Mat Lake Haki,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794-A_MP,SL8794-A YATAY L PROFIL DIS KAPAMA SAG,5.0,ZML_M028_Mat Lake Haki,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794-D_MP,SL8794-D YATAY L PROFIL IC KAPAMA SOL,2.0,ZML_M004_Mat Lake Vizon,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794-C_MP,SL8794-C YATAY L PROFIL IC KAPAMA SAG,2.0,ZML_M004_Mat Lake Vizon,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794-B_MP,SL8794-B YATAY L PROFIL DIS KAPAMA SOL,2.0,ZML_M004_Mat Lake Vizon,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794-A_MP,SL8794-A YATAY L PROFIL DIS KAPAMA SAG,2.0,ZML_M004_Mat Lake Vizon,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL9142_MP,SL9142 BAG ELM IC KOSE L DONUS YATAY,6.0,ZML_M028_Mat Lake Haki,14.11.2025,,,1-5 Aralık 2025,
